rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,policy_lane,diff_readiness_status,projected_refresh_date,state_observation_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,human_review_required_count,no_change_expected_count,stale_by_refresh_count,auto_classifiable_transition_count,fresh_observation_required_count,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,evidence_json
training_transition_plan_rollup_3335ddd1827b9f25f85d,program_role,Interventional Cardiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Interventional Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,4,4,1,0,0,4,0,0,4,0,4,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 4}, ""trainee_category_counts"": {""fellow"": 4}}"
training_transition_plan_rollup_e7107f366e348fa1ac0a,program_role,Interventional Radiology Integrated Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Interventional Radiology Integrated Residency,US_GME_RESIDENCY_6Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,19,19,1,0,0,19,0,0,19,0,19,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 19}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 19}, ""policy_lane_counts"": {""source_refresh_required"": 19}, ""role_counts"": {""resident"": 19}, ""trainee_category_counts"": {""resident"": 19}}"
training_transition_plan_rollup_d1213f1baef6a277bad2,program_role,Maternal Fetal Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Maternal Fetal Medicine Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,8,8,1,0,0,0,8,0,8,0,8,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 8}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 8}, ""policy_lane_counts"": {""manual_review_required"": 8}, ""role_counts"": {""fellow"": 8}, ""trainee_category_counts"": {""fellow"": 8}}"
training_transition_plan_rollup_c3c683cb678e9155eb73,program_role,Medical Scientist Training Program::medical_student,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,Medical Scientist Training Program,US_MD_PHD_MSTP_VARIABLE,source_refresh_required,diff_source_refresh_bound,2027-08-15,225,225,1,0,0,225,0,0,225,0,225,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""lifecycle_code_counts"": {""US_MD_PHD_MSTP_VARIABLE"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""role_counts"": {""medical_student"": 225}, ""trainee_category_counts"": {""medical_student"": 225}}"
training_transition_plan_rollup_9eaec561d7f6769453be,program_role,Microvascular Reconstructive Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Microvascular Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,5,5,1,0,0,5,0,0,5,0,5,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 5}, ""policy_lane_counts"": {""source_refresh_required"": 5}, ""role_counts"": {""fellow"": 5}, ""trainee_category_counts"": {""fellow"": 5}}"
training_transition_plan_rollup_43c08503a6dabf47af74,program_role,Molecular Genetic Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Molecular Genetic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_1964b787eec6745f843d,program_role,Nephrology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nephrology Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,9,7,6,0,0,22,16,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16, ""diff_source_refresh_bound"": 6}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 9, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 6}, ""role_counts"": {""fellow"": 22}, ""trainee_category_counts"": {""fellow"": 22}}"
training_transition_plan_rollup_f3657233331e18e76133,program_role,Neurological Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurological Surgery Residency,US_GME_RESIDENCY_7Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,21,21,1,18,3,0,0,0,21,21,21,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_7Y"": 21}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 3}, ""role_counts"": {""resident"": 21}, ""trainee_category_counts"": {""resident"": 21}}"
training_transition_plan_rollup_9af5c4744e725e977a7a,program_role,Neurology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,54,54,1,0,0,54,0,0,54,0,54,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""role_counts"": {""resident"": 54}, ""trainee_category_counts"": {""resident"": 54}}"
training_transition_plan_rollup_5e13cf1cdb49defa6863,program_role,Neuropathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuropathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_f80385ce09095fa3d7fa,program_role,Neuroradiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuroradiology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,11,11,1,0,0,11,0,0,11,0,11,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 11}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 11}, ""policy_lane_counts"": {""source_refresh_required"": 11}, ""role_counts"": {""fellow"": 11}, ""trainee_category_counts"": {""fellow"": 11}}"
training_transition_plan_rollup_f5306f6a132dbcd97f81,program_role,Neurotology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neurotology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_986de746995f20835f83,program_role,Nuclear Radiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_d7dae9c1c82e9b99dfb5,program_role,Obstetrics and Gynecology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Obstetrics and Gynecology Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,32,32,1,24,8,0,0,0,32,32,32,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 32}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 24, ""deterministic_expected_completion"": 8}, ""role_counts"": {""resident"": 32}, ""trainee_category_counts"": {""resident"": 32}}"
training_transition_plan_rollup_e5e4c62572c59ccae6b4,program_role,Oncologic Imaging Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Oncologic Imaging Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_1fa913bfa5ca93348177,program_role,Ophthalmology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Ophthalmology Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,10,10,1,0,0,10,0,0,10,0,10,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 10}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 10}, ""policy_lane_counts"": {""source_refresh_required"": 10}, ""role_counts"": {""fellow"": 10}, ""trainee_category_counts"": {""fellow"": 10}}"
training_transition_plan_rollup_c716f663c8eb0c2ad64a,program_role,Ophthalmology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Ophthalmology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,20,20,1,5,0,15,0,0,20,5,20,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 5, ""diff_source_refresh_bound"": 15}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 20}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""source_refresh_required"": 15}, ""role_counts"": {""resident"": 20}, ""trainee_category_counts"": {""resident"": 20}}"
training_transition_plan_rollup_2caa88f03b840d917d97,program_role,Oral Medicine Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Oral Medicine Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,8,8,1,0,0,8,0,0,8,0,8,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 8}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 8}, ""policy_lane_counts"": {""source_refresh_required"": 8}, ""role_counts"": {""resident"": 8}, ""trainee_category_counts"": {""resident"": 8}}"
training_transition_plan_rollup_29196a55ed4ba437f54c,program_role,Orthopedic Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Orthopedic Surgery Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,40,40,1,31,7,2,0,0,40,38,40,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 38, ""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 40}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 31, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 2}, ""role_counts"": {""resident"": 40}, ""trainee_category_counts"": {""resident"": 40}}"
training_transition_plan_rollup_09170bdafc97a0a1946d,program_role,Otorhinolaryngology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Otorhinolaryngology Residency,US_GME_RESIDENCY_5Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,31,31,1,26,5,0,0,0,31,31,31,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 31}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 31}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 26, ""deterministic_expected_completion"": 5}, ""role_counts"": {""resident"": 31}, ""trainee_category_counts"": {""resident"": 31}}"
training_transition_plan_rollup_b954807fd0bb1b67cdc1,program_role,Pathology - Anatomic and Clinical Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Pathology - Anatomic and Clinical Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,44,44,1,0,0,0,44,0,44,0,44,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 44}, ""policy_lane_counts"": {""manual_review_required"": 44}, ""role_counts"": {""resident"": 44}, ""trainee_category_counts"": {""resident"": 44}}"
training_transition_plan_rollup_6e82d1ed5587a99f33cf,program_role,Penn-CHOP Internal Medicine-Pediatrics Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Penn-CHOP Internal Medicine-Pediatrics Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,38,25,1,30,7,1,0,0,38,37,38,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 37, ""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 38}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 30, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 1}, ""role_counts"": {""resident"": 38}, ""trainee_category_counts"": {""resident"": 38}}"
training_transition_plan_rollup_86b285ddb195dafe4e5f,program_role,Physical Medicine and Rehabilitation Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Physical Medicine and Rehabilitation Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,16,3,3,0,0,22,19,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 19, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 3}, ""role_counts"": {""resident"": 22}, ""trainee_category_counts"": {""resident"": 22}}"
training_transition_plan_rollup_a7287703e8935f8609a1,program_role,Plastic Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Plastic Surgery Residency,US_GME_RESIDENCY_6Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,22,22,1,17,3,2,0,0,22,20,22,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 20, ""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 22}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 2}, ""role_counts"": {""resident"": 22}, ""trainee_category_counts"": {""resident"": 22}}"
training_transition_plan_rollup_af07dda3449a5decfb5e,program_role,Podiatric Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Podiatric Surgery Residency,US_GME_RESIDENCY_4Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,16,16,1,12,4,0,0,0,16,16,16,deterministic_expected_advancement,diff_expected_change_classifiable,classify_expected_advancements_and_completion_absences_with_fresh_evidence,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 16}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 12, ""deterministic_expected_completion"": 4}, ""role_counts"": {""resident"": 16}, ""trainee_category_counts"": {""resident"": 16}}"
training_transition_plan_rollup_7cc8b74eb4ac69f8deae,program_role,Psychiatry Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Psychiatry Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,manual_review_required,diff_review_bound,2027-08-15,52,52,1,0,0,0,52,0,52,0,52,manual_review_required,diff_review_bound,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_review_bound"": 52}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 52}, ""policy_lane_counts"": {""manual_review_required"": 52}, ""role_counts"": {""resident"": 52}, ""trainee_category_counts"": {""resident"": 52}}"
training_transition_plan_rollup_5c6df76266157a163023,program_role,Pulmonary and Critical Care Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Pulmonary and Critical Care Fellowship,US_GME_FELLOWSHIP_3Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,34,34,1,16,9,3,6,0,34,25,34,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 25, ""diff_review_bound"": 6, ""diff_source_refresh_bound"": 3}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 34}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 9, ""manual_review_required"": 6, ""source_refresh_required"": 3}, ""role_counts"": {""fellow"": 34}, ""trainee_category_counts"": {""fellow"": 34}}"
training_transition_plan_rollup_63b7fe09400f886ef5a0,program_role,Radiation Oncology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Radiation Oncology Residency,US_GME_RESIDENCY_5Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,17,17,1,0,0,17,0,0,17,0,17,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 17}, ""lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 17}, ""policy_lane_counts"": {""source_refresh_required"": 17}, ""role_counts"": {""resident"": 17}, ""trainee_category_counts"": {""resident"": 17}}"
training_transition_plan_rollup_96146edafb7904c243a7,program_role,Reproductive Endocrinology and Infertility Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Reproductive Endocrinology and Infertility Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,6,6,1,2,2,0,2,0,6,4,6,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4, ""diff_review_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 6}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2, ""manual_review_required"": 2}, ""role_counts"": {""fellow"": 6}, ""trainee_category_counts"": {""fellow"": 6}}"
training_transition_plan_rollup_d9a140128c71df835023,program_role,Rheumatology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rheumatology Fellowship,US_GME_FELLOWSHIP_2Y,deterministic_expected_advancement,diff_expected_change_classifiable,2027-08-15,15,15,1,5,5,4,1,0,15,10,15,deterministic_expected_advancement,diff_expected_change_classifiable,review_lifecycle_or_source_before_mutation,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_review_bound"": 1, ""diff_source_refresh_bound"": 4}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 15}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""deterministic_expected_completion"": 5, ""manual_review_required"": 1, ""source_refresh_required"": 4}, ""role_counts"": {""fellow"": 15}, ""trainee_category_counts"": {""fellow"": 15}}"
training_transition_plan_rollup_a774ae6afb3fea32883a,program_role,Rhinology and Skull Base Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rhinology and Skull Base Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_97b3e5762dad4aadcaa1,program_role,Shoulder and Elbow Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Shoulder and Elbow Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
training_transition_plan_rollup_9cc83c8378614ab02676,program_role,Sleep Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sleep Medicine Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,7,7,1,0,0,7,0,0,7,0,7,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 7}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 7}, ""policy_lane_counts"": {""source_refresh_required"": 7}, ""role_counts"": {""fellow"": 7}, ""trainee_category_counts"": {""fellow"": 7}}"
training_transition_plan_rollup_5e82ab9acb90656e9e67,program_role,Sleep Medicine and Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sleep Medicine and Surgery Fellowship,US_GME_FELLOWSHIP_1Y,source_refresh_required,diff_source_refresh_bound,2027-08-15,2,2,1,0,0,2,0,0,2,0,2,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""role_counts"": {""fellow"": 2}, ""trainee_category_counts"": {""fellow"": 2}}"
training_transition_plan_rollup_5e6086d449336ffda7bf,program_role,Soft Tissue/Bone Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Soft Tissue/Bone Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,source_refresh_required,diff_source_refresh_bound,2027-08-15,1,1,1,0,0,1,0,0,1,0,1,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_carry_forward,"{""derived_from"": [""training_state_transition_plan""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""role_counts"": {""fellow"": 1}, ""trainee_category_counts"": {""fellow"": 1}}"
