rollup_key,rollup_scope,rollup_value,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,state_observation_count,person_count,program_count,annual_clock_count,expected_advancement_count,expected_completion_count,source_refresh_required_count,human_review_required_count,stale_by_refresh_count,unexpected_absence_review_count,deterministic_transition_count,source_bound_transition_count,review_bound_transition_count,assurance_status,diff_readiness_status,stale_information_policy,recommended_operator_action,evidence_json
lifecycle_assurance_b954807fd0bb1b67cdc1,program_role,Pathology - Anatomic and Clinical Residency::resident,resident,,Pathology - Anatomic and Clinical Residency,,2027-08-15,44,44,1,44,0,0,0,44,44,0,0,0,44,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 44}, ""dominant_role_counts"": {""resident"": 44}, ""dominant_trainee_category_counts"": {""resident"": 44}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 44}, ""readiness_status_counts"": {""stale_without_transition_review"": 44}}"
lifecycle_assurance_6e82d1ed5587a99f33cf,program_role,Penn-CHOP Internal Medicine-Pediatrics Residency::resident,resident,,Penn-CHOP Internal Medicine-Pediatrics Residency,,2027-08-15,38,25,1,37,30,7,1,0,38,30,37,1,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 38}, ""dominant_role_counts"": {""resident"": 38}, ""dominant_trainee_category_counts"": {""resident"": 38}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1, ""expected_absence_after_completion"": 7, ""unexpected_absence_review"": 30}, ""readiness_status_counts"": {""expected_advancement_window"": 30, ""expected_completion_window"": 7, ""source_refresh_required_window"": 1}}"
lifecycle_assurance_86b285ddb195dafe4e5f,program_role,Physical Medicine and Rehabilitation Residency::resident,resident,,Physical Medicine and Rehabilitation Residency,,2027-08-15,22,22,1,19,16,3,3,0,22,16,19,3,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3, ""expected_absence_after_completion"": 3, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 3, ""source_refresh_required_window"": 3}}"
lifecycle_assurance_a7287703e8935f8609a1,program_role,Plastic Surgery Residency::resident,resident,,Plastic Surgery Residency,,2027-08-15,22,22,1,20,17,3,2,0,22,17,20,2,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_6Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 3, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""expected_advancement_window"": 17, ""expected_completion_window"": 3, ""source_refresh_required_window"": 2}}"
lifecycle_assurance_af07dda3449a5decfb5e,program_role,Podiatric Surgery Residency::resident,resident,,Podiatric Surgery Residency,,2027-08-15,16,16,1,16,12,4,0,0,16,12,16,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_4Y"": 16}, ""dominant_role_counts"": {""resident"": 16}, ""dominant_trainee_category_counts"": {""resident"": 16}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 12}, ""readiness_status_counts"": {""expected_advancement_window"": 12, ""expected_completion_window"": 4}}"
lifecycle_assurance_7cc8b74eb4ac69f8deae,program_role,Psychiatry Residency::resident,resident,,Psychiatry Residency,,2027-08-15,52,52,1,52,0,0,0,52,52,0,0,0,52,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_DURATION_UNKNOWN"": 52}, ""dominant_role_counts"": {""resident"": 52}, ""dominant_trainee_category_counts"": {""resident"": 52}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 52}, ""readiness_status_counts"": {""stale_without_transition_review"": 52}}"
lifecycle_assurance_5c6df76266157a163023,program_role,Pulmonary and Critical Care Fellowship::fellow,fellow,,Pulmonary and Critical Care Fellowship,,2027-08-15,34,34,1,25,16,9,3,6,34,16,25,3,6,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_3Y"": 34}, ""dominant_role_counts"": {""fellow"": 34}, ""dominant_trainee_category_counts"": {""fellow"": 34}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 9, ""expected_absence_after_completion"": 9, ""unexpected_absence_review"": 16}, ""readiness_status_counts"": {""expected_advancement_window"": 16, ""expected_completion_window"": 9, ""review_required_window"": 6, ""source_refresh_required_window"": 3}}"
lifecycle_assurance_63b7fe09400f886ef5a0,program_role,Radiation Oncology Residency::resident,resident,,Radiation Oncology Residency,,2027-08-15,17,17,1,0,0,0,17,0,17,0,0,17,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 17}, ""dominant_role_counts"": {""resident"": 17}, ""dominant_trainee_category_counts"": {""resident"": 17}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 17}, ""readiness_status_counts"": {""source_refresh_required_window"": 17}}"
lifecycle_assurance_96146edafb7904c243a7,program_role,Reproductive Endocrinology and Infertility Fellowship::fellow,fellow,,Reproductive Endocrinology and Infertility Fellowship,,2027-08-15,6,6,1,4,2,2,0,2,6,2,4,0,2,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2, ""expected_absence_after_completion"": 2, ""unexpected_absence_review"": 2}, ""readiness_status_counts"": {""expected_advancement_window"": 2, ""expected_completion_window"": 2, ""review_required_window"": 2}}"
lifecycle_assurance_d9a140128c71df835023,program_role,Rheumatology Fellowship::fellow,fellow,,Rheumatology Fellowship,,2027-08-15,15,15,1,10,5,5,4,1,15,5,10,4,1,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_2Y"": 15}, ""dominant_role_counts"": {""fellow"": 15}, ""dominant_trainee_category_counts"": {""fellow"": 15}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 5, ""expected_absence_after_completion"": 5, ""unexpected_absence_review"": 5}, ""readiness_status_counts"": {""expected_advancement_window"": 5, ""expected_completion_window"": 5, ""review_required_window"": 1, ""source_refresh_required_window"": 4}}"
lifecycle_assurance_a774ae6afb3fea32883a,program_role,Rhinology and Skull Base Surgery Fellowship::fellow,fellow,,Rhinology and Skull Base Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_97b3e5762dad4aadcaa1,program_role,Shoulder and Elbow Fellowship::fellow,fellow,,Shoulder and Elbow Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_9cc83c8378614ab02676,program_role,Sleep Medicine Fellowship::fellow,fellow,,Sleep Medicine Fellowship,,2027-08-15,7,7,1,0,0,0,7,0,7,0,0,7,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 7}, ""dominant_role_counts"": {""fellow"": 7}, ""dominant_trainee_category_counts"": {""fellow"": 7}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 7}, ""readiness_status_counts"": {""source_refresh_required_window"": 7}}"
lifecycle_assurance_5e82ab9acb90656e9e67,program_role,Sleep Medicine and Surgery Fellowship::fellow,fellow,,Sleep Medicine and Surgery Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_5e6086d449336ffda7bf,program_role,Soft Tissue/Bone Pathology Fellowship::fellow,fellow,,Soft Tissue/Bone Pathology Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_e43dc8d03dba9c8c2443,program_role,Spine Fellowship::fellow,fellow,,Spine Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_6bb04286f1ec4502c86f,program_role,Sports Medicine Fellowship::fellow,fellow,,Sports Medicine Fellowship,,2027-08-15,2,2,1,0,0,0,2,0,2,0,0,2,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 2}, ""dominant_role_counts"": {""fellow"": 2}, ""dominant_trainee_category_counts"": {""fellow"": 2}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 2}, ""readiness_status_counts"": {""source_refresh_required_window"": 2}}"
lifecycle_assurance_b29c0cf0e83850a07ff9,program_role,Surgical Pathology Fellowship::fellow,fellow,,Surgical Pathology Fellowship,,2027-08-15,6,6,1,0,0,0,6,0,6,0,0,6,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 6}, ""dominant_role_counts"": {""fellow"": 6}, ""dominant_trainee_category_counts"": {""fellow"": 6}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 6}, ""readiness_status_counts"": {""source_refresh_required_window"": 6}}"
lifecycle_assurance_c2fe22f8e8fd3950382d,program_role,Thoracic Surgery - Thoracic Track Fellowship::fellow,fellow,,Thoracic Surgery - Thoracic Track Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_2dde19d3ebc0ca96aacf,program_role,Thoracic Surgery Fellowship - Cardiac Track::fellow,fellow,,Thoracic Surgery Fellowship - Cardiac Track,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_ead62b5d802c47b9461b,program_role,Transfusion Medicine/Blood Bank Fellowship::fellow,fellow,,Transfusion Medicine/Blood Bank Fellowship,,2027-08-15,1,1,1,0,0,0,1,0,1,0,0,1,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 1}, ""dominant_role_counts"": {""fellow"": 1}, ""dominant_trainee_category_counts"": {""fellow"": 1}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1}, ""readiness_status_counts"": {""source_refresh_required_window"": 1}}"
lifecycle_assurance_76a5b965536cd4063a24,program_role,Transplant Surgery Fellowship::fellow,fellow,,Transplant Surgery Fellowship,,2027-08-15,3,3,1,0,0,0,3,0,3,0,0,3,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 3}, ""dominant_role_counts"": {""fellow"": 3}, ""dominant_trainee_category_counts"": {""fellow"": 3}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 3}, ""readiness_status_counts"": {""source_refresh_required_window"": 3}}"
lifecycle_assurance_a366f93d05a29d081d1a,program_role,Trauma and Surgical Critical Care Fellowship::fellow,fellow,,Trauma and Surgical Critical Care Fellowship,,2027-08-15,12,12,1,0,0,0,12,0,12,0,0,12,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 12}, ""dominant_role_counts"": {""fellow"": 12}, ""dominant_trainee_category_counts"": {""fellow"": 12}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 12}, ""readiness_status_counts"": {""source_refresh_required_window"": 12}}"
lifecycle_assurance_b40151f1322fb04b8274,program_role,Urogynecology and Reconstructive Pelvic Surgery Fellowship::fellow,fellow,,Urogynecology and Reconstructive Pelvic Surgery Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_d3d0d2d09ddaedaa4827,program_role,Urology Residency::resident,resident,,Urology Residency,,2027-08-15,22,22,1,21,17,4,1,0,22,17,21,1,0,source_refresh_bound,diff_can_classify_but_missing_rows_need_review,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 22}, ""dominant_role_counts"": {""resident"": 22}, ""dominant_trainee_category_counts"": {""resident"": 22}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 1, ""expected_absence_after_completion"": 4, ""unexpected_absence_review"": 17}, ""readiness_status_counts"": {""expected_advancement_window"": 17, ""expected_completion_window"": 4, ""source_refresh_required_window"": 1}}"
lifecycle_assurance_777e1b78c4fc7a142699,program_role,Vascular Surgery Fellowship::fellow,fellow,,Vascular Surgery Fellowship,,2027-08-15,4,4,1,0,0,0,4,0,4,0,0,4,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 4}, ""dominant_role_counts"": {""fellow"": 4}, ""dominant_trainee_category_counts"": {""fellow"": 4}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 4}, ""readiness_status_counts"": {""source_refresh_required_window"": 4}}"
lifecycle_assurance_7df417325ba3c8c92b1a,program_role,Vascular Surgery Integrated Residency::resident,resident,,Vascular Surgery Integrated Residency,,2027-08-15,9,9,1,9,8,1,0,0,9,8,9,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,absence after stale-after is expected completion/alumni candidate,accept_expected_advancements_and_completion_absences_with_fresh_observation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_RESIDENCY_5Y"": 9}, ""dominant_role_counts"": {""resident"": 9}, ""dominant_trainee_category_counts"": {""resident"": 9}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 1, ""unexpected_absence_review"": 8}, ""readiness_status_counts"": {""expected_advancement_window"": 8, ""expected_completion_window"": 1}}"
lifecycle_assurance_95b199c04f5c7e39b06f,readiness_status,active_no_change_expected,,,,,2027-08-15,13,13,1,0,0,0,0,0,0,13,0,0,0,stable_or_no_change_expected,diff_can_classify_but_missing_rows_need_review,retain unless contradicted by fresh public source,monitor_next_refresh,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""none"": 13}, ""dominant_role_counts"": {""fellow"": 13}, ""dominant_trainee_category_counts"": {""fellow"": 13}, ""missing_expectation_counts"": {""unexpected_absence_review"": 13}, ""readiness_status_counts"": {""active_no_change_expected"": 13}}"
lifecycle_assurance_7d7f7426bc1d4de30bb7,readiness_status,expected_advancement_window,,,,,2027-08-15,659,575,32,659,659,0,0,0,659,659,659,0,0,deterministic_clock_supported,diff_can_classify_but_missing_rows_need_review,same stage after expected-next-date requires fresh source evidence,accept_expected_stage_advancement_only_when_freshly_observed,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_ANESTHESIA_CA_PHASE_3Y"": 52, ""US_GME_FELLOWSHIP_2Y"": 28, ""US_GME_FELLOWSHIP_3Y"": 72, ""US_GME_RESIDENCY_3Y"": 234, ""US_GME_RESIDENCY_4Y"": 107, ""US_GME_RESIDENCY_5Y"": 123, ""US_GME_RESIDENCY_6Y"": 25, ""US_GME_RESIDENCY_7Y"": 18}, ""dominant_role_counts"": {""fellow"": 100, ""resident"": 559}, ""dominant_trainee_category_counts"": {""fellow"": 100, ""resident"": 559}, ""missing_expectation_counts"": {""unexpected_absence_review"": 659}, ""readiness_status_counts"": {""expected_advancement_window"": 659}}"
lifecycle_assurance_fe2c26bad8e45cbab7df,readiness_status,expected_completion_window,,,,,2027-08-15,252,216,31,252,0,252,0,0,252,0,252,0,0,deterministic_clock_supported,diff_expected_change_supported,absence after stale-after is expected completion/alumni candidate,allow_completion_absence_or_confirm_alumni_endpoint,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_ANESTHESIA_CA_PHASE_3Y"": 23, ""US_GME_FELLOWSHIP_2Y"": 26, ""US_GME_FELLOWSHIP_3Y"": 35, ""US_GME_PRELIMINARY_1Y"": 13, ""US_GME_RESIDENCY_3Y"": 107, ""US_GME_RESIDENCY_4Y"": 23, ""US_GME_RESIDENCY_5Y"": 17, ""US_GME_RESIDENCY_6Y"": 5, ""US_GME_RESIDENCY_7Y"": 3}, ""dominant_role_counts"": {""fellow"": 61, ""resident"": 191}, ""dominant_trainee_category_counts"": {""fellow"": 61, ""resident"": 191}, ""missing_expectation_counts"": {""expected_absence_after_completion"": 252}, ""readiness_status_counts"": {""expected_completion_window"": 252}}"
lifecycle_assurance_8cb3da339db2764bfb76,readiness_status,review_required_window,,,,,2027-08-15,23,22,8,0,0,0,0,23,23,0,0,0,23,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 1, ""US_GME_FELLOWSHIP_2Y"": 5, ""US_GME_FELLOWSHIP_3Y"": 7, ""US_GME_RESIDENCY_3Y"": 10}, ""dominant_role_counts"": {""fellow"": 13, ""resident"": 10}, ""dominant_trainee_category_counts"": {""fellow"": 13, ""resident"": 10}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 23}, ""readiness_status_counts"": {""review_required_window"": 23}}"
lifecycle_assurance_acc55bcadf0888ec030a,readiness_status,source_refresh_required_window,,,,,2027-08-15,627,627,74,0,0,0,627,0,627,0,0,627,0,source_refresh_bound,diff_requires_fresh_source_before_retention,stale only when source refresh fails to reconfirm,refresh_source_before_carrying_forward_state,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 91, ""US_GME_FELLOWSHIP_2Y"": 27, ""US_GME_FELLOWSHIP_3Y"": 10, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 64, ""US_GME_RESIDENCY_4Y"": 7, ""US_GME_RESIDENCY_5Y"": 169, ""US_GME_RESIDENCY_6Y"": 26, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 8, ""US_MD_PHD_MSTP_VARIABLE"": 225}, ""dominant_role_counts"": {""fellow"": 192, ""medical_student"": 225, ""resident"": 210}, ""dominant_trainee_category_counts"": {""fellow"": 192, ""medical_student"": 225, ""resident"": 210}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 627}, ""readiness_status_counts"": {""source_refresh_required_window"": 627}}"
lifecycle_assurance_db32842cda9997d46693,readiness_status,stale_without_transition_review,,,,,2027-08-15,108,106,4,108,0,0,0,108,108,0,0,0,108,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 12, ""US_GME_RESIDENCY_DURATION_UNKNOWN"": 96}, ""dominant_role_counts"": {""fellow"": 12, ""resident"": 96}, ""dominant_trainee_category_counts"": {""fellow"": 12, ""resident"": 96}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 108}, ""readiness_status_counts"": {""stale_without_transition_review"": 108}}"
lifecycle_assurance_458d86df607527a92ecc,role,fellow,fellow,,,,2027-08-15,391,385,66,173,100,61,192,25,378,113,161,192,25,mixed_with_human_review,diff_requires_review_queue,do_not_auto_mutate; stale rows enter review,review_lifecycle_rule_source_label_or_identity_before_mutation,"{""derived_from"": [""training_state_machine_audit"", ""training_state_refresh_expectations""], ""dominant_lifecycle_code_counts"": {""US_GME_FELLOWSHIP_1Y"": 92, ""US_GME_FELLOWSHIP_2Y"": 86, ""US_GME_FELLOWSHIP_3Y"": 124, ""US_GME_FELLOWSHIP_DURATION_UNKNOWN"": 76, ""none"": 13}, ""dominant_role_counts"": {""fellow"": 391}, ""dominant_trainee_category_counts"": {""fellow"": 391}, ""missing_expectation_counts"": {""absence_requires_source_reconciliation"": 217, ""expected_absence_after_completion"": 61, ""unexpected_absence_review"": 113}, ""readiness_status_counts"": {""active_no_change_expected"": 13, ""expected_advancement_window"": 100, ""expected_completion_window"": 61, ""review_required_window"": 13, ""source_refresh_required_window"": 192, ""stale_without_transition_review"": 12}}"
